path,person_id,face_count,face_size,detection_score,blur_score,brightness,quality_category
..\face-id-project\images_dataset\ST001\1_0058.jpg,ST001,1,994,0.7493222951889038,49.78637786885205,121.0347057332627,bad
..\face-id-project\images_dataset\ST001\1_0059.jpg,ST001,1,984,0.8113445043563843,84.01143329157371,115.73024592912334,bad
..\face-id-project\images_dataset\ST001\1_0060.jpg,ST001,1,800,0.8505127429962158,27.374286256464572,114.79350168350169,bad
..\face-id-project\images_dataset\ST001\1_0061.jpg,ST001,1,817,0.8280520439147949,38.67295885824408,114.73304488439301,bad
..\face-id-project\images_dataset\ST001\1_0062.jpg,ST001,1,811,0.8227341175079346,27.6633882233078,116.11094225236334,bad
..\face-id-project\images_dataset\ST001\1_0063.jpg,ST001,1,806,0.8538399934768677,73.32233390653947,115.16619798345313,bad
..\face-id-project\images_dataset\ST001\1_0064.jpg,ST001,1,826,0.8403191566467285,45.16761556885884,114.98437803828809,bad
..\face-id-project\images_dataset\ST001\1_0065.jpg,ST001,1,800,0.814681887626648,41.38594437571346,112.55961538461538,bad
..\face-id-project\images_dataset\ST001\1_0066.jpg,ST001,1,807,0.8569610714912415,44.07989323615083,113.95204347801486,bad
..\face-id-project\images_dataset\ST001\1_0067.jpg,ST001,1,801,0.7868831157684326,53.86391982642645,114.67311640681378,bad
..\face-id-project\images_dataset\ST001\1_0068.jpg,ST001,1,813,0.8158340454101562,72.86901299960523,112.74993621180847,bad
..\face-id-project\images_dataset\ST001\1_0069.jpg,ST001,1,825,0.8022352457046509,39.50862541883205,112.58513872797646,bad
..\face-id-project\images_dataset\ST001\1_0070.jpg,ST001,1,812,0.8034855127334595,36.52717466159509,111.76164299305464,bad
..\face-id-project\images_dataset\ST001\1_0071.jpg,ST001,1,811,0.8556145429611206,17.768976217661347,111.13533263862077,bad
..\face-id-project\images_dataset\ST001\1_0072.jpg,ST001,1,840,0.8514344692230225,80.92943563174988,115.54992524534018,bad
..\face-id-project\images_dataset\ST001\1_0073.jpg,ST001,1,871,0.8282206058502197,62.240729539541704,113.93893036351795,bad
..\face-id-project\images_dataset\ST001\1_0074.jpg,ST001,1,699,0.8571361899375916,72.15551232526208,110.35787817379679,bad
..\face-id-project\images_dataset\ST001\1_0075.jpg,ST001,1,700,0.8602300882339478,55.058169089921975,110.40385756261368,bad
..\face-id-project\images_dataset\ST001\1_0076.jpg,ST001,1,716,0.8471938967704773,27.281788747768164,111.5425330686772,bad
..\face-id-project\images_dataset\ST001\1_0077.jpg,ST001,1,714,0.8686084747314453,51.97095924822605,111.25708015366459,bad
..\face-id-project\images_dataset\ST001\1_0078.jpg,ST001,1,703,0.8261838555335999,45.26882901703662,110.54115630067913,bad
..\face-id-project\images_dataset\ST001\1_0079.jpg,ST001,1,703,0.8479397296905518,28.53021988047321,109.58884122777124,bad
..\face-id-project\images_dataset\ST001\1_0080.jpg,ST001,1,695,0.8622649908065796,41.60320250616948,109.34509061338825,bad
..\face-id-project\images_dataset\ST001\1_0081.jpg,ST001,1,708,0.8845946788787842,33.87384423515843,110.03354731348895,bad
..\face-id-project\images_dataset\ST001\1_0082.jpg,ST001,1,706,0.8448493480682373,44.794595659720635,110.54824588907944,bad
..\face-id-project\images_dataset\ST001\1_0083.jpg,ST001,1,724,0.8683153986930847,36.15153481875639,110.83857527448582,bad
..\face-id-project\images_dataset\ST001\1_0084.jpg,ST001,1,882,0.8100677728652954,61.66835843664038,114.36979918566226,bad
..\face-id-project\images_dataset\ST001\1_0085.jpg,ST001,1,716,0.877045750617981,48.82527823256839,110.97327764716033,bad
..\face-id-project\images_dataset\ST001\1_0086.jpg,ST001,1,708,0.8463420867919922,47.97082498740237,109.58368789933557,bad
..\face-id-project\images_dataset\ST001\1_0087.jpg,ST001,1,870,0.7915478348731995,66.12822517207825,113.84161949328366,bad
..\face-id-project\images_dataset\ST001\1_0088.jpg,ST001,1,869,0.8067390322685242,58.7918562375776,113.71917179049623,bad
..\face-id-project\images_dataset\ST001\1_0089.jpg,ST001,1,865,0.804303765296936,58.74568812153275,113.60569396325941,bad
..\face-id-project\images_dataset\ST001\1_0090.jpg,ST001,1,860,0.816209614276886,74.72648086186764,114.59608935290038,bad
..\face-id-project\images_dataset\ST001\1_0091.jpg,ST001,1,827,0.849598228931427,25.59918747303476,108.92845524463077,bad
..\face-id-project\images_dataset\ST001\1_0092.jpg,ST001,1,810,0.872403621673584,71.4986568240757,114.39592013618037,bad
..\face-id-project\images_dataset\ST001\1_0093.jpg,ST001,1,813,0.795448362827301,68.09270251794219,111.39789640656203,bad
..\face-id-project\images_dataset\ST001\1_0094.jpg,ST001,1,771,0.803184449672699,57.00142927238418,114.92156634658075,bad
..\face-id-project\images_dataset\ST001\1_0095.jpg,ST001,1,801,0.8215556144714355,41.76582794965392,114.42982684687618,bad
..\face-id-project\images_dataset\ST001\1_0096.jpg,ST001,1,747,0.8767899870872498,31.26000924696239,110.54106957557771,bad
..\face-id-project\images_dataset\ST001\1_0097.jpg,ST001,1,749,0.8634799718856812,21.88110512643273,113.27394101225877,bad
..\face-id-project\images_dataset\ST001\1_0098.jpg,ST001,1,734,0.8371168971061707,31.182332978780767,112.50466663302721,bad
..\face-id-project\images_dataset\ST001\1_0099.jpg,ST001,1,983,0.814050555229187,25.702287916744112,113.88373191411708,bad
..\face-id-project\images_dataset\ST001\1_0100.jpg,ST001,1,942,0.841144859790802,58.20549754436922,114.81296308712332,bad
..\face-id-project\images_dataset\ST002\face_001.jpg,ST002,1,240,0.8430455923080444,65.78554020188548,135.16623547567175,bad
..\face-id-project\images_dataset\ST002\face_002.jpg,ST002,1,201,0.8384542465209961,41.18819208427643,122.59884716203926,bad
..\face-id-project\images_dataset\ST002\face_003.jpg,ST002,1,206,0.8831582069396973,47.82701195965849,127.98225820893613,bad
..\face-id-project\images_dataset\ST002\face_004.jpg,ST002,1,233,0.8221393823623657,36.68645198387229,126.28783221669806,bad
..\face-id-project\images_dataset\ST002\face_005.jpg,ST002,1,233,0.7766215205192566,47.97493098417451,143.76857084850116,bad
..\face-id-project\images_dataset\ST002\face_006.jpg,ST002,1,233,0.7873364686965942,65.44839685270155,133.92522836599673,bad
..\face-id-project\images_dataset\ST002\face_007.jpg,ST002,1,238,0.8202176094055176,59.90162853126649,130.81171713968607,bad
..\face-id-project\images_dataset\ST002\face_008.jpg,ST002,1,240,0.7869760990142822,52.271567320985326,126.21085940309241,bad
..\face-id-project\images_dataset\ST002\face_009.jpg,ST002,1,233,0.8220615386962891,38.56256764136949,142.8887331756737,bad
..\face-id-project\images_dataset\ST002\face_010.jpg,ST002,1,238,0.7469257116317749,55.85475780721268,116.9527192008879,bad
..\face-id-project\images_dataset\ST002\face_011.jpg,ST002,1,232,0.7645743489265442,72.27790712885749,139.53692205344274,bad
..\face-id-project\images_dataset\ST002\face_012.jpg,ST002,1,238,0.8354990482330322,79.02582581320853,134.7077528685893,bad
..\face-id-project\images_dataset\ST002\face_013.jpg,ST002,1,254,0.8222492933273315,67.2165318399195,136.71761418172244,bad
..\face-id-project\images_dataset\ST002\face_014.jpg,ST002,1,210,0.8482714891433716,52.55132418253297,142.81356720202874,bad
..\face-id-project\images_dataset\ST002\face_015.jpg,ST002,1,243,0.8116803169250488,49.037405737278036,137.84759069550245,bad
..\face-id-project\images_dataset\ST002\face_016.jpg,ST002,1,210,0.8012003302574158,74.20191129905416,135.1888030888031,bad
..\face-id-project\images_dataset\ST002\face_017.jpg,ST002,1,126,0.5803320407867432,145.58105652284152,130.31070346637628,bad
..\face-id-project\images_dataset\ST002\face_018.jpg,ST002,1,187,0.7836275100708008,47.64143694315932,138.98514733651757,bad
..\face-id-project\images_dataset\ST002\face_019.jpg,ST002,1,180,0.7883269786834717,76.3848200611096,144.66332227750138,bad
..\face-id-project\images_dataset\ST002\face_020.jpg,ST002,1,206,0.8454435467720032,49.9161220122823,132.11347149233495,bad
..\face-id-project\images_dataset\ST002\face_021.jpg,ST002,1,279,0.7929375767707825,60.45417602906388,137.52047426964918,bad
..\face-id-project\images_dataset\ST002\face_022.jpg,ST002,1,266,0.8126906752586365,28.957957453976263,139.5160729693085,bad
..\face-id-project\images_dataset\ST002\face_023.jpg,ST002,1,260,0.790496826171875,44.53781601094074,134.36298028212923,bad
..\face-id-project\images_dataset\ST002\face_024.jpg,ST002,1,250,0.810939610004425,64.04559549266598,136.3704894026975,bad
..\face-id-project\images_dataset\ST002\face_025.jpg,ST002,1,216,0.7987543344497681,49.43985405330198,140.44624336060866,bad
..\face-id-project\images_dataset\ST002\face_026.jpg,ST002,1,243,0.7932977080345154,29.97967714899125,141.33605584290825,bad
..\face-id-project\images_dataset\ST002\face_027.jpg,ST002,1,264,0.7911602258682251,81.05825409706331,131.20317109144543,bad
..\face-id-project\images_dataset\ST002\face_028.jpg,ST002,1,263,0.7663843035697937,32.01243254225792,127.01880935324479,bad
..\face-id-project\images_dataset\ST002\face_029.jpg,ST002,1,264,0.8121169805526733,31.84301376172543,124.19451680125033,bad
..\face-id-project\images_dataset\ST002\face_030.jpg,ST002,1,262,0.7967133522033691,79.55902148122263,129.60238382215078,bad
..\face-id-project\images_dataset\ST002\face_031.jpg,ST002,1,276,0.77196204662323,33.31932783351216,124.38417910022373,bad
..\face-id-project\images_dataset\ST002\face_032.jpg,ST002,1,264,0.812280535697937,33.51542300620925,128.7177290927291,bad
..\face-id-project\images_dataset\ST002\face_033.jpg,ST002,1,260,0.7890527248382568,43.24485477538505,133.30723125454986,bad
..\face-id-project\images_dataset\ST002\face_034.jpg,ST002,1,263,0.8174386024475098,36.19507384249596,128.4097801876392,bad
..\face-id-project\images_dataset\ST002\face_035.jpg,ST002,1,254,0.7773501873016357,86.11132409694413,135.05914885639294,bad
..\face-id-project\images_dataset\ST002\face_036.jpg,ST002,1,261,0.7728677988052368,104.92990817310756,133.26174470981408,bad
..\face-id-project\images_dataset\ST002\face_037.jpg,ST002,1,269,0.8312257528305054,39.49694658063466,128.16377774356042,bad
..\face-id-project\images_dataset\ST002\face_038.jpg,ST002,1,255,0.8015004396438599,81.01308910813846,132.32762087505748,bad
..\face-id-project\images_dataset\ST002\face_039.jpg,ST002,1,250,0.7775704860687256,103.82396409741229,129.39760975609755,bad
..\face-id-project\images_dataset\ST002\face_040.jpg,ST002,1,250,0.7837105393409729,111.80085275371802,125.75819512195122,bad
..\face-id-project\images_dataset\ST002\face_041.jpg,ST002,1,252,0.7917739152908325,63.79817729829207,117.75037559605461,bad
..\face-id-project\images_dataset\ST002\face_042.jpg,ST002,1,267,0.7037482261657715,130.25373272097937,98.29347657065678,bad
..\face-id-project\images_dataset\ST002\face_043.jpg,ST002,1,267,0.7488657236099243,119.16161977785869,101.474304730009,bad
..\face-id-project\images_dataset\ST002\face_044.jpg,ST002,1,255,0.7905237674713135,27.022649370642267,125.34556738620275,bad
..\face-id-project\images_dataset\ST002\face_045.jpg,ST002,1,251,0.7873739004135132,75.41732991984408,128.2139486633002,bad
..\face-id-project\images_dataset\ST002\face_046.jpg,ST002,1,256,0.8101141452789307,74.56602585545394,126.48886738418932,bad
..\face-id-project\images_dataset\ST002\face_047.jpg,ST002,1,255,0.8298650979995728,63.466037250516756,125.80005087863489,bad
..\face-id-project\images_dataset\ST002\face_048.jpg,ST002,1,263,0.8318377137184143,67.3957989527241,120.62591796623867,bad
..\face-id-project\images_dataset\ST002\face_049.jpg,ST002,1,257,0.8297191262245178,68.58346012032266,124.25745591110595,bad
..\face-id-project\images_dataset\ST002\face_050.jpg,ST002,1,261,0.8367491364479065,53.76079744516406,124.0173493866321,bad
..\face-id-project\images_dataset\ST002\face_051.jpg,ST002,1,250,0.8322291374206543,61.53958328175092,127.11043161094224,bad
..\face-id-project\images_dataset\ST002\face_052.jpg,ST002,1,250,0.7767741680145264,56.15583127106772,129.56392660550458,bad
..\face-id-project\images_dataset\ST002\face_053.jpg,ST002,1,256,0.8153598308563232,71.77758759049878,134.00367670339412,bad
..\face-id-project\images_dataset\ST002\face_054.jpg,ST002,1,252,0.8295600414276123,110.21721656784773,136.9284829771152,bad
..\face-id-project\images_dataset\ST002\face_055.jpg,ST002,1,256,0.846366286277771,61.057626468739016,130.39852430555555,bad
..\face-id-project\images_dataset\ST002\face_056.jpg,ST002,1,244,0.7934550046920776,114.42233754612269,132.96108233598176,bad
..\face-id-project\images_dataset\ST002\face_057.jpg,ST002,1,247,0.7544562816619873,114.6610706331079,131.5921522921523,bad
..\face-id-project\images_dataset\ST002\face_058.jpg,ST002,1,247,0.768662691116333,99.99635950045472,132.24450339896563,bad
..\face-id-project\images_dataset\ST002\face_059.jpg,ST002,1,255,0.84271240234375,72.39005937095914,129.87115674672236,bad
..\face-id-project\images_dataset\ST002\face_060.jpg,ST002,1,241,0.7626690864562988,107.8541077748012,133.8051743093237,bad
..\face-id-project\images_dataset\ST002\face_061.jpg,ST002,1,246,0.7433828711509705,76.23146315643797,132.10785484417343,bad
..\face-id-project\images_dataset\ST002\face_062.jpg,ST002,1,266,0.7900546193122864,47.94373092792719,121.60668166016214,bad
..\face-id-project\images_dataset\ST002\face_063.jpg,ST002,1,269,0.7709318399429321,78.89832803255076,122.24605763707501,bad
..\face-id-project\images_dataset\ST002\face_064.jpg,ST002,1,269,0.8307375907897949,63.88584041631613,124.7412420730374,bad
..\face-id-project\images_dataset\ST002\face_065.jpg,ST002,1,270,0.8099371194839478,74.91829125964311,126.2144495580393,bad
..\face-id-project\images_dataset\ST002\face_066.jpg,ST002,1,285,0.850605309009552,88.35307950769239,125.83267523033605,bad
..\face-id-project\images_dataset\ST002\face_067.jpg,ST002,1,284,0.8445388078689575,96.11352717366597,126.60500693555271,bad
..\face-id-project\images_dataset\ST002\face_068.jpg,ST002,1,251,0.8284176588058472,87.68277098477412,130.9359853515232,bad
..\face-id-project\images_dataset\ST002\face_069.jpg,ST002,1,262,0.8137432932853699,48.6155228390201,126.64722024971891,bad
..\face-id-project\images_dataset\ST002\face_070.jpg,ST002,1,277,0.7659448385238647,59.57127403737788,129.57965013903336,bad
..\face-id-project\images_dataset\ST003\face_001.jpg,ST003,1,149,0.7300335168838501,457.419038106225,105.79152684563758,bad
..\face-id-project\images_dataset\ST003\face_002.jpg,ST003,1,147,0.7430905103683472,444.1801000999808,106.34711838530792,bad
..\face-id-project\images_dataset\ST003\face_003.jpg,ST003,1,148,0.7418131828308105,468.1632406883874,107.34247548040652,bad
..\face-id-project\images_dataset\ST003\face_004.jpg,ST003,1,148,0.7365051507949829,512.8079947678667,108.63284943359201,bad
..\face-id-project\images_dataset\ST003\face_005.jpg,ST003,1,148,0.7351281046867371,510.1259419039445,108.8853903164248,bad
..\face-id-project\images_dataset\ST003\face_006.jpg,ST003,1,149,0.7367616891860962,504.9754429797065,108.79604772557792,bad
..\face-id-project\images_dataset\ST003\face_007.jpg,ST003,1,150,0.7472360134124756,478.47674112323307,107.78098290598291,good
..\face-id-project\images_dataset\ST003\face_008.jpg,ST003,1,147,0.7662863731384277,502.87040632069915,109.12196930054073,good
..\face-id-project\images_dataset\ST003\face_009.jpg,ST003,1,149,0.7543231248855591,500.82860205555966,109.11170696723505,good
..\face-id-project\images_dataset\ST003\face_010.jpg,ST003,1,148,0.7416036128997803,490.12551667674074,110.05168094924193,bad
..\face-id-project\images_dataset\ST003\face_011.jpg,ST003,1,147,0.7382200956344604,496.2538169564872,109.4544549527128,bad
..\face-id-project\images_dataset\ST003\face_012.jpg,ST003,1,148,0.747310996055603,488.0435563471906,108.91442534767778,good
..\face-id-project\images_dataset\ST003\face_013.jpg,ST003,1,147,0.7519310712814331,446.05156021214236,110.0511649104086,good
..\face-id-project\images_dataset\ST003\face_014.jpg,ST003,1,143,0.787543535232544,345.97312239666473,114.36562767216033,good
..\face-id-project\images_dataset\ST003\face_015.jpg,ST003,1,137,0.805379331111908,329.52021821109895,120.16081940193078,good
..\face-id-project\images_dataset\ST003\face_016.jpg,ST003,1,134,0.7737288475036621,343.90296848916006,119.08960751796573,good
..\face-id-project\images_dataset\ST003\face_017.jpg,ST003,1,135,0.7701597213745117,335.94367692046137,117.00427615697635,good
..\face-id-project\images_dataset\ST003\face_018.jpg,ST003,1,135,0.7798008918762207,336.11055656737284,115.55140849873816,good
..\face-id-project\images_dataset\ST003\face_019.jpg,ST003,1,134,0.8024545311927795,298.492753900919,115.09267199912043,good
..\face-id-project\images_dataset\ST003\face_020.jpg,ST003,1,143,0.765774130821228,315.633034373319,99.30282051282052,bad
..\face-id-project\images_dataset\ST003\face_021.jpg,ST003,1,152,0.7010960578918457,505.35782163096474,93.58654491419806,bad
..\face-id-project\images_dataset\ST003\face_022.jpg,ST003,1,152,0.7031184434890747,587.1280404326361,99.49850264101113,bad
..\face-id-project\images_dataset\ST003\face_023.jpg,ST003,1,154,0.6825575828552246,583.4348276880498,101.82647335028287,bad
..\face-id-project\images_dataset\ST003\face_024.jpg,ST003,1,150,0.7072651386260986,565.5598969135802,106.12394675925925,bad
..\face-id-project\images_dataset\ST003\face_025.jpg,ST003,1,149,0.696874737739563,387.8600517895542,108.98042232771321,bad
..\face-id-project\images_dataset\ST003\face_026.jpg,ST003,1,136,0.7582744359970093,296.82413138424766,116.84343762014609,good
..\face-id-project\images_dataset\ST003\face_027.jpg,ST003,1,132,0.736612856388092,376.1517116385653,117.15360410386589,bad
..\face-id-project\images_dataset\ST003\face_028.jpg,ST003,1,140,0.7475354075431824,424.4307211617001,113.9390284757119,good
..\face-id-project\images_dataset\ST003\face_029.jpg,ST003,1,138,0.7760827541351318,339.5103234824617,111.82309178743961,good
..\face-id-project\images_dataset\ST003\face_030.jpg,ST003,1,143,0.7444883584976196,172.8651294420766,111.1564479291752,bad
..\face-id-project\images_dataset\ST003\face_031.jpg,ST003,1,138,0.7679785490036011,271.8013830444353,115.75580329493373,good
..\face-id-project\images_dataset\ST003\face_032.jpg,ST003,1,143,0.712396502494812,325.46614773676134,117.17793317793318,bad
..\face-id-project\images_dataset\ST003\face_033.jpg,ST003,1,144,0.7766472101211548,231.45482206761093,113.65920520774581,good
..\face-id-project\images_dataset\ST003\face_034.jpg,ST003,1,144,0.7783567905426025,241.93149748436025,107.81539351851852,good
..\face-id-project\images_dataset\ST003\face_035.jpg,ST003,1,140,0.754159688949585,308.2539449493885,107.21762146482959,good
..\face-id-project\images_dataset\ST003\face_036.jpg,ST003,1,141,0.7518138885498047,335.26781567960217,107.72458628841608,good
..\face-id-project\images_dataset\ST003\face_037.jpg,ST003,1,141,0.7501093149185181,342.6368623916027,108.83823547059318,good
..\face-id-project\images_dataset\ST003\face_038.jpg,ST003,1,140,0.7547255754470825,328.1437155843296,109.65745709451294,good
..\face-id-project\images_dataset\ST003\face_039.jpg,ST003,1,139,0.7195385694503784,280.04234877974903,111.14730550584913,bad
..\face-id-project\images_dataset\ST003\face_040.jpg,ST003,1,131,0.7689307928085327,168.11503268481525,122.54484553126034,bad
..\face-id-project\images_dataset\ST003\face_041.jpg,ST003,0,0,0.0,0.0,0.0,no_face
..\face-id-project\images_dataset\ST003\face_042.jpg,ST003,0,0,0.0,0.0,0.0,no_face
..\face-id-project\images_dataset\ST003\face_043.jpg,ST003,1,84,0.5056880116462708,841.9552074656392,137.38343253968253,bad
..\face-id-project\images_dataset\ST003\face_044.jpg,ST003,1,127,0.809022068977356,327.3451767296005,111.06022163896179,bad
..\face-id-project\images_dataset\ST003\face_045.jpg,ST003,1,122,0.7449846863746643,340.8757977709915,141.52008623633878,bad
..\face-id-project\images_dataset\ST003\face_046.jpg,ST003,1,119,0.7662482261657715,353.6667075921911,143.2746390864038,bad
..\face-id-project\images_dataset\ST003\face_047.jpg,ST003,1,117,0.7247198820114136,530.438262741041,139.75912571225072,bad
..\face-id-project\images_dataset\ST003\face_048.jpg,ST003,1,122,0.7499642372131348,410.725024954582,127.16024043715846,bad
..\face-id-project\images_dataset\ST003\face_049.jpg,ST003,1,120,0.6742877960205078,677.6548365063618,137.11296296296297,bad
..\face-id-project\images_dataset\ST003\face_050.jpg,ST003,1,118,0.702984631061554,849.41064176501,134.62668926553673,bad
..\face-id-project\images_dataset\ST003\face_051.jpg,ST003,1,124,0.7105107307434082,106.91820976155684,127.10016685205784,bad
..\face-id-project\images_dataset\ST003\face_052.jpg,ST003,1,144,0.6606816053390503,193.6094556694784,120.46687930663221,bad
..\face-id-project\images_dataset\ST003\face_053.jpg,ST003,1,143,0.6861211061477661,368.7605092521857,125.63740716647693,bad
..\face-id-project\images_dataset\ST003\face_054.jpg,ST003,1,158,0.6983495950698853,174.9606294723283,120.48487649931256,bad
